0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2012,2012,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,2012,2012,0,0,2012,0,0,0,0,0,0,0,0
0,0,2012,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2012,0,0,2012,0,2012,0,0,0,0,0,0,0
0,2012,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2012,0,0,2012,0,2012,0,0,0,0,0,0,0,0
2012,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2012,0,0,2012,0,2012,0,0,0,0,0,0,0,0,0
2012,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,2012,2012,0,0,0,0,2012,0,0,2012,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2012,0,0,0,2012,2012,0,0,2012,0,0,0,0,2012,2012,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2012,0,0,2012,0,2012,0,0,2012,2012,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,2012,2012,0,0,2012,0,2012,0,0,2012,2012,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2012,2012,0,0,2012,0,2012,0,0,2012,2012,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2012,2012,0,0,0,0,2012,0,0,2012,2012,0,0,0,2012,0,0,0,0,0,0,0
0,0,0,0,0,2012,0,0,0,2012,2012,0,0,2012,0,0,0,0,2012,2012,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2012,2012,0,0,2012,0,2012,0,0,2012,2012,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2012,2012,0,0,2012,0,2012,0,0,2012,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2012,2012,0,0,2012,0,2012,0,0,2012,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2012,2012,0,0,0,0,2012,0,0,2012,2012,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0
2012,0,0,0,2012,2012,0,0,2012,0,0,0,0,2012,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2012,2012,0,0,2012,0,2012,0,0,2012,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2012,2012,0,0,2012,0,2012,0,0,2012,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2012,2012,0,0,2012,0,2012,0,0,2012,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,2012,0,0,0,0,2012,0,0,2012,2012,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,0,0,2012,0,0,0,0,2012,2012,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,2012,0,0,0,0,0,0,0
0,0,2012,0,2012,0,0,2012,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2012,0,0,0,0,0,0,0
0,2012,0,2012,0,0,2012,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2012,0,0,0,0,0,0,0,0
2012,0,2012,0,0,2012,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2012,0,0,0,0,0,0,0,0,0
0,2012,0,0,2012,2012,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,2012,2012,0,0,0,0,0,0,0,0,0,0
