0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2528,0,2528,2528,832
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2528,0,2528,0,832,2528
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,0,2528,0,0,2528,0,0,2528
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,0,2528,0,0,0,0,2528,2528,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,0,0,0,0,0,0,0,0,0,2528,2528,0,0,0,0,2528
0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,0,0,0,0,0,0,0,0,0,2528,0,0,2528,0,0,2528,0
0,0,0,0,0,0,0,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2528,0,0,2528,0,2528,0,0
0,0,0,0,0,0,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2528,2528,0,2528,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2528,0,2528,2528,0,0,0,0,0,0,832,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2528,0,2528,0,0,2528,0,0,0,0,832,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2528,0,0,2528,832,0,2528,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2528,0,0,0,832,2528,2528,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,832,0,0,0,2528,2528,0,0,0,0,2528,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,832,0,0,0,2528,0,0,2528,0,0,2528,0,0,0,0,0,0,0,0,0
0,0,0,0,0,832,0,0,0,0,0,0,0,0,0,0,2528,0,0,2528,0,2528,0,0,0,0,0,0,0,0,0,0
0,0,0,0,832,0,0,0,0,0,0,0,0,0,0,0,0,2528,2528,0,2528,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,2528,0,2528,2528,0,0,0,0,0,0,0,0,0,0,0,0,832,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2528,0,2528,0,0,2528,0,0,0,0,0,0,0,0,0,0,832,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2528,0,0,2528,0,0,2528,0,0,0,832,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2528,0,0,0,0,2528,2528,0,0,0,832,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2528,2528,832,0,0,0,2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2528,0,832,2528,0,0,2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,832,0,0,0,0,2528,0,0,2528,0,2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,832,0,0,0,0,0,0,2528,2528,0,2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2528,0,2528,2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,0,0,0,0,0,0
0,0,2528,0,2528,0,0,2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,0,0,0,0,0,0,0
0,2528,0,0,2528,0,0,2528,0,0,0,0,0,0,0,0,0,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,0,0,0,0,2528,2528,0,0,0,0,0,0,0,0,0,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2528,2528,0,0,0,0,2528,0,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,0,0,2528,0,0,2528,0,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,832,0,2528,0,2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,2528,2528,0,2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
