0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,193,0,193,0,40,0,193,416,0
0,0,0,0,0,0,193,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,193,0,193,0,40,0,193,0,0,416
0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,193,376,0,0,193
0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,193,0,0,376,193,0
0,0,0,193,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,193,0,0,0,0,0,193,416,0,0,193,0,40
0,0,193,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,193,0,0,0,0,0,193,0,0,416,193,0,40,0
0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,376,0,0,193,0,0,0,193
193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,376,193,0,0,0,193,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,193,0,0,0,193,376,0,0,0,0,0,0,0,0,193
0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,193,0,0,0,193,0,0,376,0,0,0,0,0,0,193,0
0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,193,376,0,0,193,0,0,0,0,0,193,0,0
0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,193,0,0,376,193,0,0,0,0,0,193,0,0,0
0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,193,376,0,0,193,0,0,0,0,0,193,0,0,0,0
0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,193,0,0,376,193,0,0,0,0,0,193,0,0,0,0,0
0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,376,0,0,193,0,0,0,193,0,193,0,0,0,0,0,0
0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,376,193,0,0,0,193,0,193,0,0,0,0,0,0,0
0,0,0,0,0,0,0,193,0,193,0,40,0,193,416,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,40
0,0,0,0,0,0,193,0,193,0,40,0,193,0,0,416,0,0,0,0,0,0,193,0,0,0,0,0,0,0,40,0
0,0,0,0,0,193,0,0,0,0,0,193,376,0,0,193,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0
0,0,0,0,193,0,0,0,0,0,193,0,0,376,193,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0
0,0,0,193,0,0,0,0,0,193,416,0,0,193,0,40,0,0,0,193,0,0,0,0,0,0,0,40,0,0,0,0
0,0,193,0,0,0,0,0,193,0,0,416,193,0,40,0,0,0,193,0,0,0,0,0,0,0,40,0,0,0,0,0
0,193,0,0,0,0,0,0,376,0,0,193,0,0,0,193,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,0,0,0,0,0,0,0,0,376,193,0,0,0,193,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,193,0,0,0,193,376,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193
193,0,0,0,193,0,0,376,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0
0,0,0,193,376,0,0,193,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0
0,0,193,0,0,376,193,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0
0,193,376,0,0,193,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0
193,0,0,376,193,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0
376,0,0,193,0,0,0,193,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0
0,376,193,0,0,0,193,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0
